bigram	frequency	relative frequency	mutual information
the mob	2.0	2.9400523329315263e-05	-0.00019764378493672662
was better	2.0	2.9400523329315263e-05	-9.196020144955102e-05
was getting	2.0	2.9400523329315263e-05	-9.196020144955102e-05
aside the	2.0	2.9400523329315263e-05	0.0004082293075971342
the buggy	2.0	2.9400523329315263e-05	-0.00019764378493672662
of arimathea	2.0	2.9400523329315263e-05	-0.00011449773475757297
was over	2.0	2.9400523329315263e-05	-9.196020144955102e-05
a snake	2.0	2.9400523329315263e-05	-0.0001093361964515034
their voices	2.0	2.9400523329315263e-05	6.776672384234814e-05
on two	2.0	2.9400523329315263e-05	-1.683279750949455e-05
europe ,	2.0	2.9400523329315263e-05	0.0004082293075971342
of mahogany	2.0	2.9400523329315263e-05	-0.00011449773475757297
looked into	2.0	2.9400523329315263e-05	0.00013745859885877756
hell with	2.0	2.9400523329315263e-05	0.0002318261676212426
once had	2.0	2.9400523329315263e-05	0.00017302512096261207
take my	2.0	2.9400523329315263e-05	0.00016788221435335446
dust .	2.0	2.9400523329315263e-05	0.00028383703303035466
his pistol	2.0	2.9400523329315263e-05	-6.511021255401756e-05
is ,	2.0	2.9400523329315263e-05	7.58009867431123e-05
had drunk	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
was sitting	2.0	2.9400523329315263e-05	-9.196020144955102e-05
three of	2.0	2.9400523329315263e-05	0.00021289645869304675
car and	2.0	2.9400523329315263e-05	0.00029062721427987315
a twirler	2.0	2.9400523329315263e-05	-0.0001093361964515034
experience --	2.0	2.9400523329315263e-05	0.000325023621578327
and plunged	2.0	2.9400523329315263e-05	-0.00013300910972854742
`` we've	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
take time	2.0	2.9400523329315263e-05	0.00016788221435335446
guess .	2.0	2.9400523329315263e-05	0.0003060939126501312
a thin	2.0	2.9400523329315263e-05	-0.0001093361964515034
one morning	2.0	2.9400523329315263e-05	5.903344393701262e-05
singing .	2.0	2.9400523329315263e-05	0.0003648949593087617
very busy	2.0	2.9400523329315263e-05	0.0001804064682171241
didn't dare	2.0	2.9400523329315263e-05	0.0001630333530243348
visit and	2.0	2.9400523329315263e-05	0.00027755030713634283
still a	2.0	2.9400523329315263e-05	0.00014995644588080453
some men	2.0	2.9400523329315263e-05	0.00011969900473596233
myrrh and	2.0	2.9400523329315263e-05	0.000442625714895588
him --	2.0	2.9400523329315263e-05	-2.9350311741940206e-06
to carry	2.0	2.9400523329315263e-05	-0.00011941942744814314
and himself	2.0	2.9400523329315263e-05	-0.00013300910972854742
make you	2.0	2.9400523329315263e-05	0.00016788221435335446
got into	2.0	2.9400523329315263e-05	0.00016788221435335446
streets and	2.0	2.9400523329315263e-05	0.0002980085615343852
would walk	2.0	2.9400523329315263e-05	2.0147524620794064e-05
ever known	2.0	2.9400523329315263e-05	0.00021577239439298188
afternoon ''	2.0	2.9400523329315263e-05	0.0002562308069814192
`` four	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
agree to	2.0	2.9400523329315263e-05	0.0004082293075971342
hear more	2.0	2.9400523329315263e-05	0.0002318261676212426
terrace ,	2.0	2.9400523329315263e-05	0.0004082293075971342
the camp	2.0	2.9400523329315263e-05	-0.00019764378493672662
precisely ,	2.0	2.9400523329315263e-05	0.000442625714895588
had dared	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
six o'clock	2.0	2.9400523329315263e-05	0.0002562308069814192
, under	2.0	2.9400523329315263e-05	-0.00019449896793906276
, felt	2.0	2.9400523329315263e-05	-0.00019449896793906276
randolph and	2.0	2.9400523329315263e-05	0.0003150318536400498
the lightning	2.0	2.9400523329315263e-05	-0.00019764378493672662
places of	2.0	2.9400523329315263e-05	0.0003060939126501312
, stooping	2.0	2.9400523329315263e-05	-0.00019449896793906276
not quite	2.0	2.9400523329315263e-05	1.3694379882997143e-05
, shouting	2.0	2.9400523329315263e-05	-0.00019449896793906276
the coffee	2.0	2.9400523329315263e-05	-0.00019764378493672662
that settled	2.0	2.9400523329315263e-05	-3.718326030673986e-05
a tree	2.0	2.9400523329315263e-05	-0.0001093361964515034
gun .	2.0	2.9400523329315263e-05	0.00028383703303035466
better ,	2.0	2.9400523329315263e-05	0.00022183439968296532
cousin joshua	2.0	2.9400523329315263e-05	0.0002610796683104389
run ,	2.0	2.9400523329315263e-05	0.00029062721427987315
care of	2.0	2.9400523329315263e-05	0.00023920751487575465
who's boss	2.0	2.9400523329315263e-05	0.0004082293075971342
the metal	2.0	2.9400523329315263e-05	-0.00019764378493672662
yeah .	2.0	2.9400523329315263e-05	0.0003648949593087617
, byron	2.0	2.9400523329315263e-05	-0.00019449896793906276
muttered ,	2.0	2.9400523329315263e-05	0.0003648949593087617
up two	2.0	2.9400523329315263e-05	5.5866015484436504e-05
seeing the	2.0	2.9400523329315263e-05	0.00027169750535167733
the concierge	2.0	2.9400523329315263e-05	-0.00019764378493672662
carefully ,	2.0	2.9400523329315263e-05	0.00027755030713634283
sculpture ''	2.0	2.9400523329315263e-05	0.0003648949593087617
? byron	2.0	2.9400523329315263e-05	2.2812622701497934e-05
young woman	2.0	2.9400523329315263e-05	0.00022183439968296532
to fathom	2.0	2.9400523329315263e-05	-0.00011941942744814314
neighborhood ,	2.0	2.9400523329315263e-05	0.0003648949593087617
composer .	2.0	2.9400523329315263e-05	0.000325023621578327
in terms	2.0	2.9400523329315263e-05	-8.207528092478607e-05
thought it	2.0	2.9400523329315263e-05	0.00013404208431648095
torn between	2.0	2.9400523329315263e-05	0.0003838246682369575
the marble	2.0	2.9400523329315263e-05	-0.00019764378493672662
even when	2.0	2.9400523329315263e-05	0.00014995644588080453
from our	2.0	2.9400523329315263e-05	3.8279321071756005e-05
a hoarse	2.0	2.9400523329315263e-05	-0.0001093361964515034
last year	2.0	2.9400523329315263e-05	0.00021011483315114474
about half	2.0	2.9400523329315263e-05	6.524926971957312e-05
had fired	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
his time	2.0	2.9400523329315263e-05	-6.511021255401756e-05
surprised at	2.0	2.9400523329315263e-05	0.00028383703303035466
they lay	2.0	2.9400523329315263e-05	1.396497653480727e-05
the feeling	2.0	2.9400523329315263e-05	-0.00019764378493672662
places in	2.0	2.9400523329315263e-05	0.0003060939126501312
woman who	2.0	2.9400523329315263e-05	0.0002022786216518084
seeing himself	2.0	2.9400523329315263e-05	0.00027169750535167733
, ran	2.0	2.9400523329315263e-05	-0.00019449896793906276
staff ,	2.0	2.9400523329315263e-05	0.0003838246682369575
flowers .	2.0	2.9400523329315263e-05	0.000325023621578327
. she'd	2.0	2.9400523329315263e-05	-0.00019415000825977413
. sighing	2.0	2.9400523329315263e-05	-0.00019415000825977413
the girls	2.0	2.9400523329315263e-05	-0.00019764378493672662
`` making	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
the blevins	2.0	2.9400523329315263e-05	-0.00019764378493672662
had looked	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
handed him	2.0	2.9400523329315263e-05	0.0003494282609385037
the sons	2.0	2.9400523329315263e-05	-0.00019764378493672662
her across	2.0	2.9400523329315263e-05	-9.554214626620845e-06
gone upstairs	2.0	2.9400523329315263e-05	0.0002187492604777123
care to	2.0	2.9400523329315263e-05	0.00023920751487575465
the bow	2.0	2.9400523329315263e-05	-0.00019764378493672662
found out	2.0	2.9400523329315263e-05	0.00018435285317925837
dare to	2.0	2.9400523329315263e-05	0.0004082293075971342
kay had	2.0	2.9400523329315263e-05	0.0002610796683104389
the now	2.0	2.9400523329315263e-05	-0.00019764378493672662
was beginning	2.0	2.9400523329315263e-05	-9.196020144955102e-05
? barbara	2.0	2.9400523329315263e-05	2.2812622701497934e-05
not this	2.0	2.9400523329315263e-05	1.3694379882997143e-05
of taking	2.0	2.9400523329315263e-05	-0.00011449773475757297
gate .	2.0	2.9400523329315263e-05	0.0004082293075971342
hate ,	2.0	2.9400523329315263e-05	0.0003150318536400498
his home	2.0	2.9400523329315263e-05	-6.511021255401756e-05
, ten	2.0	2.9400523329315263e-05	-0.00019449896793906276
become known	2.0	2.9400523329315263e-05	0.0002610796683104389
late ,	2.0	2.9400523329315263e-05	0.0003060939126501312
a pan	2.0	2.9400523329315263e-05	-0.0001093361964515034
lips and	2.0	2.9400523329315263e-05	0.00027169750535167733
not far	2.0	2.9400523329315263e-05	1.3694379882997143e-05
composer ,	2.0	2.9400523329315263e-05	0.000325023621578327
somehow he	2.0	2.9400523329315263e-05	0.0003494282609385037
, high	2.0	2.9400523329315263e-05	-0.00019449896793906276
he noticed	2.0	2.9400523329315263e-05	-0.00010734910799554667
pillows .	2.0	2.9400523329315263e-05	0.0004082293075971342
with excitement	2.0	2.9400523329315263e-05	-2.2836277803425466e-05
in anger	2.0	2.9400523329315263e-05	-8.207528092478607e-05
of your	2.0	2.9400523329315263e-05	-0.00011449773475757297
i cannot	2.0	2.9400523329315263e-05	-2.761680890046767e-05
for joel	2.0	2.9400523329315263e-05	-9.759370659895173e-06
deal of	2.0	2.9400523329315263e-05	0.0003494282609385037
the retreating	2.0	2.9400523329315263e-05	-0.00019764378493672662
her way	2.0	2.9400523329315263e-05	-9.554214626620845e-06
women of	2.0	2.9400523329315263e-05	0.0002610796683104389
the goddamn	2.0	2.9400523329315263e-05	-0.00019764378493672662
the north	2.0	2.9400523329315263e-05	-0.00019764378493672662
in them	2.0	2.9400523329315263e-05	-8.207528092478607e-05
hundred to	2.0	2.9400523329315263e-05	0.00027755030713634283
thinking about	2.0	2.9400523329315263e-05	0.0003150318536400498
way and	2.0	2.9400523329315263e-05	0.00014995644588080453
about something	2.0	2.9400523329315263e-05	6.524926971957312e-05
it should	2.0	2.9400523329315263e-05	-4.2221414511149507e-05
over .	2.0	2.9400523329315263e-05	0.00010908116769472393
militia company	2.0	2.9400523329315263e-05	0.0003648949593087617
know all	2.0	2.9400523329315263e-05	0.0001318385324146397
baby ,	2.0	2.9400523329315263e-05	0.000325023621578327
wing ,	2.0	2.9400523329315263e-05	0.000442625714895588
next morning	2.0	2.9400523329315263e-05	0.00021011483315114474
within himself	2.0	2.9400523329315263e-05	0.0002980085615343852
navy ,	2.0	2.9400523329315263e-05	0.0004082293075971342
! cousin	2.0	2.9400523329315263e-05	2.2213100924184058e-05
me your	2.0	2.9400523329315263e-05	8.405504585960024e-05
first to	2.0	2.9400523329315263e-05	0.00016147675928892828
a cafe	2.0	2.9400523329315263e-05	-0.0001093361964515034
the money	2.0	2.9400523329315263e-05	-0.00019764378493672662
kid's froze	2.0	2.9400523329315263e-05	0.0003150318536400498
the years	2.0	2.9400523329315263e-05	-0.00019764378493672662
than that	2.0	2.9400523329315263e-05	0.0001748111233172129
jacques asked	2.0	2.9400523329315263e-05	0.0003494282609385037
off in	2.0	2.9400523329315263e-05	0.00014862048160243545
my two	2.0	2.9400523329315263e-05	8.785412747092981e-05
big battle	2.0	2.9400523329315263e-05	0.0001662349397130936
she wrote	2.0	2.9400523329315263e-05	-1.1983936180474883e-05
talk with	2.0	2.9400523329315263e-05	0.00027169750535167733
were an	2.0	2.9400523329315263e-05	3.649331871715518e-05
were in	2.0	2.9400523329315263e-05	3.649331871715518e-05
kayabashi wanted	2.0	2.9400523329315263e-05	0.0003150318536400498
were on	2.0	2.9400523329315263e-05	3.649331871715518e-05
a life	2.0	2.9400523329315263e-05	-0.0001093361964515034
that's all	2.0	2.9400523329315263e-05	0.00023543658391290422
his brains	2.0	2.9400523329315263e-05	-6.511021255401756e-05
were no	2.0	2.9400523329315263e-05	3.649331871715518e-05
were so	2.0	2.9400523329315263e-05	3.649331871715518e-05
. angelina	2.0	2.9400523329315263e-05	-0.00019415000825977413
, sleeping	2.0	2.9400523329315263e-05	-0.00019449896793906276
herold ,	2.0	2.9400523329315263e-05	0.0003838246682369575
herold .	2.0	2.9400523329315263e-05	0.0003838246682369575
conscious of	2.0	2.9400523329315263e-05	0.000442625714895588
we heard	2.0	2.9400523329315263e-05	9.672014647399387e-05
the campus	2.0	2.9400523329315263e-05	-0.00019764378493672662
fixed on	2.0	2.9400523329315263e-05	0.0003150318536400498
help him	2.0	2.9400523329315263e-05	0.00027169750535167733
and small	2.0	2.9400523329315263e-05	-0.00013300910972854742
were dirty	2.0	2.9400523329315263e-05	3.649331871715518e-05
his chair	2.0	2.9400523329315263e-05	-6.511021255401756e-05
thought you	2.0	2.9400523329315263e-05	0.00013404208431648095
child ,	2.0	2.9400523329315263e-05	0.0002562308069814192
a son	2.0	2.9400523329315263e-05	-0.0001093361964515034
now when	2.0	2.9400523329315263e-05	8.850418412626724e-05
seven .	2.0	2.9400523329315263e-05	0.0003838246682369575
city of	2.0	2.9400523329315263e-05	0.00023920751487575465
eyes blinked	2.0	2.9400523329315263e-05	0.00015269319864810114
and careful	2.0	2.9400523329315263e-05	-0.00013300910972854742
flower garden	2.0	2.9400523329315263e-05	0.0003648949593087617
and were	2.0	2.9400523329315263e-05	-0.00013300910972854742
part in	2.0	2.9400523329315263e-05	0.0002250359863717241
a familiar	2.0	2.9400523329315263e-05	-0.0001093361964515034
and found	2.0	2.9400523329315263e-05	-0.00013300910972854742
`` slice	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
of flesh	2.0	2.9400523329315263e-05	-0.00011449773475757297
another man	2.0	2.9400523329315263e-05	0.0001712759460357281
not only	2.0	2.9400523329315263e-05	1.3694379882997143e-05
left them	2.0	2.9400523329315263e-05	0.00018435285317925837
them who's	2.0	2.9400523329315263e-05	6.475462121363714e-05
broke into	2.0	2.9400523329315263e-05	0.000325023621578327
. monsieur	2.0	2.9400523329315263e-05	-0.00019415000825977413
have seen	2.0	2.9400523329315263e-05	6.624730450649069e-05
that will	2.0	2.9400523329315263e-05	-3.718326030673986e-05
woke up	2.0	2.9400523329315263e-05	0.000442625714895588
owners of	2.0	2.9400523329315263e-05	0.000442625714895588
problem .	2.0	2.9400523329315263e-05	0.000442625714895588
order ''	2.0	2.9400523329315263e-05	0.00027169750535167733
come ,	2.0	2.9400523329315263e-05	0.00015697134773435135
younger than	2.0	2.9400523329315263e-05	0.0003838246682369575
the razor	2.0	2.9400523329315263e-05	-0.00019764378493672662
what i'm	2.0	2.9400523329315263e-05	5.811633253542979e-05
downtown to	2.0	2.9400523329315263e-05	0.000442625714895588
cried the	2.0	2.9400523329315263e-05	0.0003494282609385037
butter ,	2.0	2.9400523329315263e-05	0.0003494282609385037
thought about	2.0	2.9400523329315263e-05	0.00013404208431648095
`` how's	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
finished the	2.0	2.9400523329315263e-05	0.0003494282609385037
was what	2.0	2.9400523329315263e-05	-9.196020144955102e-05
whisky and	2.0	2.9400523329315263e-05	0.00027755030713634283
rome .	2.0	2.9400523329315263e-05	0.0004082293075971342
one always	2.0	2.9400523329315263e-05	5.903344393701262e-05
suddenly a	2.0	2.9400523329315263e-05	0.00022836315706330484
without an	2.0	2.9400523329315263e-05	0.00021289645869304675
with whisky	2.0	2.9400523329315263e-05	-2.2836277803425466e-05
rector ,	2.0	2.9400523329315263e-05	0.00021577239439298188
his arms	2.0	2.9400523329315263e-05	-6.511021255401756e-05
that hino	2.0	2.9400523329315263e-05	-3.718326030673986e-05
strange men	2.0	2.9400523329315263e-05	0.0002980085615343852
boxell .	2.0	2.9400523329315263e-05	0.0003838246682369575
soon came	2.0	2.9400523329315263e-05	0.0002610796683104389
began ,	2.0	2.9400523329315263e-05	0.0001998195515495165
paper and	2.0	2.9400523329315263e-05	0.00028383703303035466
`` for	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
long .	2.0	2.9400523329315263e-05	0.0001599482138190818
and sure	2.0	2.9400523329315263e-05	-0.00013300910972854742
, keeping	2.0	2.9400523329315263e-05	-0.00019449896793906276
itself in	2.0	2.9400523329315263e-05	0.00027755030713634283
besides ,	2.0	2.9400523329315263e-05	0.000442625714895588
date .	2.0	2.9400523329315263e-05	0.0004082293075971342
fire or	2.0	2.9400523329315263e-05	0.0002610796683104389
showed a	2.0	2.9400523329315263e-05	0.0003648949593087617
in white	2.0	2.9400523329315263e-05	-8.207528092478607e-05
and feet	2.0	2.9400523329315263e-05	-0.00013300910972854742
using the	2.0	2.9400523329315263e-05	0.0003648949593087617
were you	2.0	2.9400523329315263e-05	3.649331871715518e-05
amy had	2.0	2.9400523329315263e-05	0.0003494282609385037
hold your	2.0	2.9400523329315263e-05	0.00025164417763374195
that being	2.0	2.9400523329315263e-05	-3.718326030673986e-05
little bag	2.0	2.9400523329315263e-05	0.00012759604949600062
`` yehhh	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
. boxell	2.0	2.9400523329315263e-05	-0.00019415000825977413
, reverend	2.0	2.9400523329315263e-05	-0.00019449896793906276
his steps	2.0	2.9400523329315263e-05	-6.511021255401756e-05
. harry	2.0	2.9400523329315263e-05	-0.00019415000825977413
like some	2.0	2.9400523329315263e-05	7.58009867431123e-05
led down	2.0	2.9400523329315263e-05	0.0003060939126501312
seward was	2.0	2.9400523329315263e-05	0.0003648949593087617
. somebody	2.0	2.9400523329315263e-05	-0.00019415000825977413
, ,	2.0	2.9400523329315263e-05	-0.00019449896793906276
hem of	2.0	2.9400523329315263e-05	0.000442625714895588
banter ,	2.0	2.9400523329315263e-05	0.000442625714895588
always been	2.0	2.9400523329315263e-05	0.0001712759460357281
models ,	2.0	2.9400523329315263e-05	0.0003648949593087617
7 ,	2.0	2.9400523329315263e-05	0.000442625714895588
of mrs.	2.0	2.9400523329315263e-05	-0.00011449773475757297
, concentration	2.0	2.9400523329315263e-05	-0.00019449896793906276
the drive	2.0	2.9400523329315263e-05	-0.00019764378493672662
take that	2.0	2.9400523329315263e-05	0.00016788221435335446
to your	2.0	2.9400523329315263e-05	-0.00011941942744814314
east for	2.0	2.9400523329315263e-05	0.0002980085615343852
christian .	2.0	2.9400523329315263e-05	0.0004082293075971342
my head	2.0	2.9400523329315263e-05	8.785412747092981e-05
far off	2.0	2.9400523329315263e-05	0.0002318261676212426
from boston	2.0	2.9400523329315263e-05	3.8279321071756005e-05
and fired	2.0	2.9400523329315263e-05	-0.00013300910972854742
. don't	2.0	2.9400523329315263e-05	-0.00019415000825977413
but for	2.0	2.9400523329315263e-05	1.8416199663131875e-05
of myrrh	2.0	2.9400523329315263e-05	-0.00011449773475757297
a fellow	2.0	2.9400523329315263e-05	-0.0001093361964515034
fuss ,	2.0	2.9400523329315263e-05	0.000442625714895588
, keep	2.0	2.9400523329315263e-05	-0.00019449896793906276
, o	2.0	2.9400523329315263e-05	-0.00019449896793906276
let his	2.0	2.9400523329315263e-05	0.0001974297603227887
, murderers	2.0	2.9400523329315263e-05	-0.00019449896793906276
way she	2.0	2.9400523329315263e-05	0.00014995644588080453
wanted .	2.0	2.9400523329315263e-05	0.00024729286599150065
her the	2.0	2.9400523329315263e-05	-9.554214626620845e-06
shaving ,	2.0	2.9400523329315263e-05	0.0003838246682369575
his parents	2.0	2.9400523329315263e-05	-6.511021255401756e-05
this afternoon	2.0	2.9400523329315263e-05	6.280437489986304e-05
could make	2.0	2.9400523329315263e-05	6.675075986199735e-05
stand up	2.0	2.9400523329315263e-05	0.000325023621578327
: i	2.0	2.9400523329315263e-05	0.00012555180652062788
the noise	2.0	2.9400523329315263e-05	-0.00019764378493672662
i ,	2.0	2.9400523329315263e-05	-2.761680890046767e-05
had stripped	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
was arranging	2.0	2.9400523329315263e-05	-9.196020144955102e-05
was nearly	2.0	2.9400523329315263e-05	-9.196020144955102e-05
since they	2.0	2.9400523329315263e-05	0.0001951054511359109
came floating	2.0	2.9400523329315263e-05	0.0001187616252711094
was spinning	2.0	2.9400523329315263e-05	-9.196020144955102e-05
go among	2.0	2.9400523329315263e-05	0.00013630440447728038
the spring	2.0	2.9400523329315263e-05	-0.00019764378493672662
was feeling	2.0	2.9400523329315263e-05	-9.196020144955102e-05
. who	2.0	2.9400523329315263e-05	-0.00019415000825977413
operation reinhard	2.0	2.9400523329315263e-05	0.000442625714895588
sweet home	2.0	2.9400523329315263e-05	0.00025164417763374195
the union	2.0	2.9400523329315263e-05	-0.00019764378493672662
you should	2.0	2.9400523329315263e-05	2.2812622701497934e-05
in final	2.0	2.9400523329315263e-05	-8.207528092478607e-05
handle the	2.0	2.9400523329315263e-05	0.0003648949593087617
understand why	2.0	2.9400523329315263e-05	0.0002562308069814192
walk around	2.0	2.9400523329315263e-05	0.0002562308069814192
sneaked off	2.0	2.9400523329315263e-05	0.0004082293075971342
which a	2.0	2.9400523329315263e-05	9.251273983388369e-05
distinction .	2.0	2.9400523329315263e-05	0.0004082293075971342
needed to	2.0	2.9400523329315263e-05	0.0003150318536400498
one had	2.0	2.9400523329315263e-05	5.903344393701262e-05
captain androfski	2.0	2.9400523329315263e-05	0.0003494282609385037
don't .	2.0	2.9400523329315263e-05	0.00014730523078489776
and peered	2.0	2.9400523329315263e-05	-0.00013300910972854742
a massive	2.0	2.9400523329315263e-05	-0.0001093361964515034
i ain't	2.0	2.9400523329315263e-05	-2.761680890046767e-05
face with	2.0	2.9400523329315263e-05	0.00015697134773435135
? who	2.0	2.9400523329315263e-05	2.2812622701497934e-05
and drank	2.0	2.9400523329315263e-05	-0.00013300910972854742
goddammit .	2.0	2.9400523329315263e-05	0.000442625714895588
outface him	2.0	2.9400523329315263e-05	0.000442625714895588
quality of	2.0	2.9400523329315263e-05	0.0003838246682369575
paces from	2.0	2.9400523329315263e-05	0.000442625714895588
people talk	2.0	2.9400523329315263e-05	0.00018639709615463112
death in	2.0	2.9400523329315263e-05	0.0002610796683104389
and jeff	2.0	2.9400523329315263e-05	-0.00013300910972854742
meanwhile ,	2.0	2.9400523329315263e-05	0.0003648949593087617
in early	2.0	2.9400523329315263e-05	-8.207528092478607e-05
inn near	2.0	2.9400523329315263e-05	0.0004082293075971342
moving .	2.0	2.9400523329315263e-05	0.00028383703303035466
outside and	2.0	2.9400523329315263e-05	0.00027169750535167733
, panting	2.0	2.9400523329315263e-05	-0.00019449896793906276
dirt on	2.0	2.9400523329315263e-05	0.0004082293075971342
was how	2.0	2.9400523329315263e-05	-9.196020144955102e-05
passive ,	2.0	2.9400523329315263e-05	0.0004082293075971342
door from	2.0	2.9400523329315263e-05	0.0001748111233172129
way the	2.0	2.9400523329315263e-05	0.00014995644588080453
the horizon	2.0	2.9400523329315263e-05	-0.00019764378493672662
man for	2.0	2.9400523329315263e-05	0.00010114716716045124
i'm sure	2.0	2.9400523329315263e-05	0.0002187492604777123
chavis ''	2.0	2.9400523329315263e-05	0.000442625714895588
brought it	2.0	2.9400523329315263e-05	0.00024315389983788893
local provincial	2.0	2.9400523329315263e-05	0.00033635135379497333
stood looking	2.0	2.9400523329315263e-05	0.00018639709615463112
his seat	2.0	2.9400523329315263e-05	-6.511021255401756e-05
role --	2.0	2.9400523329315263e-05	0.0003838246682369575
up into	2.0	2.9400523329315263e-05	5.5866015484436504e-05
for she	2.0	2.9400523329315263e-05	-9.759370659895173e-06
their efforts	2.0	2.9400523329315263e-05	6.776672384234814e-05
crowded the	2.0	2.9400523329315263e-05	0.0003494282609385037
. too	2.0	2.9400523329315263e-05	-0.00019415000825977413
had slept	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
night he	2.0	2.9400523329315263e-05	0.00016461904364852375
and brought	2.0	2.9400523329315263e-05	-0.00013300910972854742
and big	2.0	2.9400523329315263e-05	-0.00013300910972854742
would like	2.0	2.9400523329315263e-05	2.0147524620794064e-05
dramatic .	2.0	2.9400523329315263e-05	0.0003838246682369575
; too	2.0	2.9400523329315263e-05	7.142158969143933e-05
my clothes	2.0	2.9400523329315263e-05	8.785412747092981e-05
lob-scuse ''	2.0	2.9400523329315263e-05	0.000442625714895588
going off	2.0	2.9400523329315263e-05	0.00017663553725427367
ago ,	2.0	2.9400523329315263e-05	0.0003060939126501312
stage ,	2.0	2.9400523329315263e-05	0.00033635135379497333
they found	2.0	2.9400523329315263e-05	1.396497653480727e-05
isaac pitt	2.0	2.9400523329315263e-05	0.0003838246682369575
or twelve	2.0	2.9400523329315263e-05	6.426284025137996e-05
rachel said	2.0	2.9400523329315263e-05	0.0002562308069814192
there for	2.0	2.9400523329315263e-05	4.426114490169316e-05
the crummy	2.0	2.9400523329315263e-05	-0.00019764378493672662
jack ,	2.0	2.9400523329315263e-05	0.00029062721427987315
of whisky	2.0	2.9400523329315263e-05	-0.00011449773475757297
settle down	2.0	2.9400523329315263e-05	0.0003838246682369575
dinner with	2.0	2.9400523329315263e-05	0.0002980085615343852
of action	2.0	2.9400523329315263e-05	-0.00011449773475757297
me for	2.0	2.9400523329315263e-05	8.405504585960024e-05
men tried	2.0	2.9400523329315263e-05	0.00013745859885877756
joe had	2.0	2.9400523329315263e-05	0.00024729286599150065
and holding	2.0	2.9400523329315263e-05	-0.00013300910972854742
to other	2.0	2.9400523329315263e-05	-0.00011941942744814314
report to	2.0	2.9400523329315263e-05	0.0003494282609385037
hero .	2.0	2.9400523329315263e-05	0.0004082293075971342
the movement	2.0	2.9400523329315263e-05	-0.00019764378493672662
while ''	2.0	2.9400523329315263e-05	0.0001695621104046743
question ,	2.0	2.9400523329315263e-05	0.00033635135379497333
pa was	2.0	2.9400523329315263e-05	0.0002610796683104389
colonel marsh	2.0	2.9400523329315263e-05	0.00029062721427987315
by comparison	2.0	2.9400523329315263e-05	6.426284025137996e-05
for himself	2.0	2.9400523329315263e-05	-9.759370659895173e-06
where he'd	2.0	2.9400523329315263e-05	0.00012064685793110991
for one	2.0	2.9400523329315263e-05	-9.759370659895173e-06
what made	2.0	2.9400523329315263e-05	5.811633253542979e-05
the gunfire	2.0	2.9400523329315263e-05	-0.00019764378493672662
one and	2.0	2.9400523329315263e-05	5.903344393701262e-05
certainly not	2.0	2.9400523329315263e-05	0.000325023621578327
being held	2.0	2.9400523329315263e-05	0.00021011483315114474
jan ''	2.0	2.9400523329315263e-05	0.0004082293075971342
amount of	2.0	2.9400523329315263e-05	0.000442625714895588
, payne	2.0	2.9400523329315263e-05	-0.00019449896793906276
fifty dollars	2.0	2.9400523329315263e-05	0.0003150318536400498
the marine	2.0	2.9400523329315263e-05	-0.00019764378493672662
president said	2.0	2.9400523329315263e-05	0.0003060939126501312
my dear	2.0	2.9400523329315263e-05	8.785412747092981e-05
, sent	2.0	2.9400523329315263e-05	-0.00019449896793906276
when papa	2.0	2.9400523329315263e-05	5.5423027645351016e-05
to dinner	2.0	2.9400523329315263e-05	-0.00011941942744814314
a performance	2.0	2.9400523329315263e-05	-0.0001093361964515034
appreciation .	2.0	2.9400523329315263e-05	0.000442625714895588
boy and	2.0	2.9400523329315263e-05	0.0001998195515495165
lordship was	2.0	2.9400523329315263e-05	0.000442625714895588
chair ,	2.0	2.9400523329315263e-05	0.0002610796683104389
him or	2.0	2.9400523329315263e-05	-2.9350311741940206e-06
have saved	2.0	2.9400523329315263e-05	6.624730450649069e-05
it into	2.0	2.9400523329315263e-05	-4.2221414511149507e-05
, anxious	2.0	2.9400523329315263e-05	-0.00019449896793906276
he ''	2.0	2.9400523329315263e-05	-0.00010734910799554667
christiansen knows	2.0	2.9400523329315263e-05	0.000442625714895588
my foot	2.0	2.9400523329315263e-05	8.785412747092981e-05
? that's	2.0	2.9400523329315263e-05	2.2812622701497934e-05
four cuts	2.0	2.9400523329315263e-05	0.00025164417763374195
, opened	2.0	2.9400523329315263e-05	-0.00019449896793906276
the meaning	2.0	2.9400523329315263e-05	-0.00019764378493672662
crest of	2.0	2.9400523329315263e-05	0.000442625714895588
moving ,	2.0	2.9400523329315263e-05	0.00028383703303035466
rest ''	2.0	2.9400523329315263e-05	0.00027169750535167733
can ''	2.0	2.9400523329315263e-05	0.00019063957907327023
, nicodemus	2.0	2.9400523329315263e-05	-0.00019449896793906276
